,eid,title,publicationName,coverDate,refcount,citedby_count,doi
0,2-s2.0-85133951378,Emissions and prices are anti-correlated in Australia: What this means for the decarbonisation of our grid,e-Energy 2022 - Proceedings of the 2022 13th ACM International Conference on Future Energy Systems,2022-06-28,14,0,10.1145/3538637.3539758
0,2-s2.0-85101386251,HPDS133-bus: A benchmark test system for distribution systems with high penetration of distributed generations,CSEE Journal of Power and Energy Systems,2019-01-01,42,0,10.17775/CSEEJPES.2020.01890
0,2-s2.0-85133581034,Using OLTC-Fitted Distribution Transformer to Increase Residential PV Hosting Capacity: Decentralized Voltage Management Approach,Energies,2022-07-01,34,0,10.3390/en15134836
0,2-s2.0-85123756671,Combined PV-PEV Hosting Capacity Analysis in Low-Voltage Distribution Networks,Electric Power Systems Research,2022-05-01,21,0,10.1016/j.epsr.2022.107829
0,2-s2.0-85105020032,Voltage regulation in distribution systems using distributed energy resources,Conference Proceedings - IEEE SOUTHEASTCON,2021-03-10,17,0,10.1109/SoutheastCon45413.2021.9401910
0,2-s2.0-85105207835,Prosumers' Self-consumption Optimization Scheme through Subsidy to Increase the Solar Photovoltaic Hosting Capacity in Distribution Systems,Transactions of the Korean Institute of Electrical Engineers,2021-01-01,28,0,10.5370/KIEE.2021.70.4.577
0,2-s2.0-85074279147,A study for integrated measures for installation of photovoltaics by stochastic analysis of hosting capacity in distribution networks,IEEJ Transactions on Power and Energy,2019-01-01,31,0,10.1541/ieejpes.139.656
0,2-s2.0-85085525776,Estimation of maximum penetration level of Solar PV and its enhancement by STATCOM,"2019 International Conference on Computing, Power and Communication Technologies, GUCON 2019",2019-09-01,17,0,
0,2-s2.0-85100842107,Stochastic analysis of hosting capacity in low-voltage networks with PV-plus-storage systems,"2020 IEEE PES Transmission and Distribution Conference and Exhibition - Latin America, T and D LA 2020",2020-09-28,19,0,10.1109/TDLA47668.2020.9326142
0,2-s2.0-85124701040,A Voltage Regulating Radial Feeder with Enhanced Hosting Capacity under Constrained conditions,"2021 IEEE 16th International Conference on Industrial and Information Systems, ICIIS 2021 - Proceedings",2021-01-01,10,0,10.1109/ICIIS53135.2021.9660719
0,2-s2.0-85135120114,Stochastic Concept for Modeling Distributed Energy Resources in Power Systems,"Proceedings of the 2022 22nd International Scientific Conference on Electric Power Engineering, EPE 2022",2022-01-01,23,0,10.1109/EPE54603.2022.9814093
0,2-s2.0-85115448130,Increased Renewable Hosting Capacity of a Real Low-Voltage Grid Based on Continuous Measurements – Results from an Actual PV Connection Request,Communications in Computer and Information Science,2021-01-01,12,0,10.1007/978-3-030-86507-8_9
0,2-s2.0-85112834230,A Cooperation between OLTC and local controls of photovoltaic inverter for enhancing the hosting capacity of typical distribution system in Thailand,"ECTI-CON 2021 - 2021 18th International Conference on Electrical Engineering/Electronics, Computer, Telecommunications and Information Technology: Smart Electrical System and Technology, Proceedings",2021-05-19,9,0,10.1109/ECTI-CON51831.2021.9454942
0,2-s2.0-85116614582,PV hosting capacity improvement through an aggregate study of single-tuned passive filter planning and grid reconfiguration,SEST 2021 - 4th International Conference on Smart Energy Systems and Technologies,2021-09-06,25,0,10.1109/SEST50973.2021.9543465
0,2-s2.0-85127212073,Limits set by component loadability on solar power integration in distribution networks,Electric Power Systems Research,2022-08-01,29,0,10.1016/j.epsr.2022.107951
0,2-s2.0-85140290474,Congestion control strategies for increased renewable penetration of photovoltaic in LV distribution networks,Energy Reports,2022-12-01,15,0,10.1016/j.egyr.2022.10.184
0,2-s2.0-85137145914,From a distributing to a generating network: Assessing PV hosting capacity under uncertainty in distribution grids,"PESS 2021 - Power and Energy Student Summit, Conference Proceedings",2022-01-01,24,0,
0,2-s2.0-85131602132,A benchmark model for low voltage distribution networks with PV systems and smart inverter control techniques,Renewable and Sustainable Energy Reviews,2022-09-01,52,0,10.1016/j.rser.2022.112571
0,2-s2.0-85115910213,Design and application of a distributed generation hosting capacity algorithm,Journal of Energy in Southern Africa,2021-08-01,60,0,10.17159/2413-3051/2021/v32i3a10364
0,2-s2.0-85104547560,Solar photovoltaic-based microgrid hosting capacity evaluation in electrical energy distribution network with voltage quality analysis,SN Applied Sciences,2021-05-01,24,0,10.1007/s42452-021-04543-2
0,2-s2.0-85124733548,Impacts of EV residential charging and charging stations on quasi-static time-series PV hosting capacity,Electrical Engineering,2022-08-01,31,0,10.1007/s00202-022-01513-8
0,2-s2.0-85138640110,A Review of Methods for Assessing DER Hosting Capacity of Power Distribution Systems,IEEE Latin America Transactions,2022-10-01,116,0,10.1109/TLA.2022.9885165
