Authors,Author full names,Author(s) ID,Titles,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,DOI,Cited by,Link,Affiliations,Authors with affiliations,Abstract,Indexed Keywords,Author Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
Wu Y.; Sun X.; Dai B.; Yang P.; Wang Z.,"Wu, Yuhan (57222185217); Sun, Xiaobo (57429327600); Dai, Baofu (57430031400); Yang, Pengfei (57222189473); Wang, Zhihao (57222184601)",57222185217; 57429327600; 57430031400; 57222189473; 57222184601,A transformer fault diagnosis method based on hybrid improved grey wolf optimization and least squares-support vector machine,2022,"IET Generation, Transmission and Distribution",16,10,,1950,1963,13.0,10.1049/gtd2.12405,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123644454&doi=10.1049%2fgtd2.12405&partnerID=40&md5=efa732e0fb2d3e8491426f5edd8fc74f,"College of Information Engineering, Hubei Minzu University, Hubei, Enshi, China","Wu Y., College of Information Engineering, Hubei Minzu University, Hubei, Enshi, China; Sun X., College of Information Engineering, Hubei Minzu University, Hubei, Enshi, China; Dai B., College of Information Engineering, Hubei Minzu University, Hubei, Enshi, China; Yang P., College of Information Engineering, Hubei Minzu University, Hubei, Enshi, China; Wang Z., College of Information Engineering, Hubei Minzu University, Hubei, Enshi, China","In recent years, support vector machine has been widely used in the field of transformer fault diagnosis, but its fault diagnosis performance is still to be improved. A power transformer fault diagnosis model based on hybrid improved grey wolf optimization optimized least squares-support vector machine will be proposed as an attempt to improve the efficiency and accuracy of its fault diagnosis performance. First, the hybrid improvement method will be introduced with a view to solving the three problems that grey wolf optimization is troubled with, that is, premature convergence, slow convergence, and low population diversity. Then, six benchmark functions and Wilcoxon rank sum test are used to test hybrid improved grey wolf optimization and the other optimization algorithms, and the results show that hybrid improved grey wolf optimization has better optimization performance and significance. Finally, dissolved gas analysis data will be used for example simulation which will be further examined from three aspects in order to testify the fault diagnosis performance of the proposed method. The results show that the validity of the proposed method is much higher than that of the other models. Therefore, it can be concluded that the proposed method can greatly improve the performance of transformer fault diagnosis, and has great practical significance in engineering. © 2022 The Authors. IET Generation, Transmission & Distribution published by John Wiley & Sons Ltd on behalf of The Institution of Engineering and Technology.",Benchmarking; Fault detection; Least squares approximations; Power transformers; Support vector machines; Diagnosis performance; Fault diagnosis method; Faults diagnosis; Gray wolves; Least square support vector machines; Optimisations; Performance; Power transformer fault diagnosis; Support vectors machine; Transformer fault diagnosis; Failure analysis,,"Y. Wu; College of Information Engineering, Hubei Minzu University, Enshi, Hubei, China; email: wyh_aimm@ieee.org",,John Wiley and Sons Inc,17518687,,,,English,IET Gener. Transm. Distrib.,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85123644454
Xing Z.; He Y.,"Xing, Zhikai (57869878900); He, Yigang (7404941889)",57869878900; 7404941889,Multi-modal information analysis for fault diagnosis with time-series data from power transformer,2023,International Journal of Electrical Power and Energy Systems,144,,108567,,,,10.1016/j.ijepes.2022.108567,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137106050&doi=10.1016%2fj.ijepes.2022.108567&partnerID=40&md5=c9f6d29f2844f6e50028ccc6f86c966a,"College of Electrical Engineering and Automation, Wuhan University, Wuhan, 430072, China","Xing Z., College of Electrical Engineering and Automation, Wuhan University, Wuhan, 430072, China; He Y., College of Electrical Engineering and Automation, Wuhan University, Wuhan, 430072, China","Fault diagnosis is important to the timely repair of the power transformer. However, machine learning has not been exploited effectively for fault diagnosis due to the limitation of multi-modal heterogeneity of data and the ratio of missing samples. To solve this problem, a novel multi-modal information analysis method is presented to effective and speedy evaluate power transformer fault with time sequences and multi-modal data. The proposed method consists of a Selective Kernel Network, a bidirectional gated recurrent unit, and a cross attention mechanism. The proposed approach is verified by datasets of dissolved gas and infrared image modes which come from real power transformers and the historical data. The results show the advantage and efficiency of the proposed method for its higher diagnostic accuracy and shorter diagnostic time than those of the comparison approaches. © 2022",Deep neural networks; Fault detection; Information analysis; Modal analysis; Power transformers; Time series analysis; Analysis method; Deep learning neural network; Faults diagnosis; Learning neural networks; Machine-learning; Multi-modal; Multi-modal information; Multi-modal information analyse; Time-series data; Transformer faults; Failure analysis,Deep learning neural network; Fault diagnosis; Multi-modal information analysis; Power transformer,Y. He; email: yghe1221@whu.edu.cn,,Elsevier Ltd,01420615,,IEPSD,,English,Int J Electr Power Energy Syst,Article,Final,,Scopus,2-s2.0-85137106050
Khalid M.R.; Alam M.S.; Sarwar A.; Jamil Asghar M.S.,"Khalid, Mohd Rizwan (56234315500); Alam, Mohammad Saad (57223758658); Sarwar, Adil (57197490104); Jamil Asghar, M.S. (7006849670)",56234315500; 57223758658; 57197490104; 7006849670,A Comprehensive review on electric vehicles charging infrastructures and their impacts on power-quality of the utility grid,2019,eTransportation,1,,100006,,,,10.1016/j.etran.2019.100006,107,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076538715&doi=10.1016%2fj.etran.2019.100006&partnerID=40&md5=3c46e7065e063d492d32c0c80df36601,"Department of Electrical Engineering, Aligarh Muslim University, Aligarh, India","Khalid M.R., Department of Electrical Engineering, Aligarh Muslim University, Aligarh, India; Alam M.S., Department of Electrical Engineering, Aligarh Muslim University, Aligarh, India; Sarwar A., Department of Electrical Engineering, Aligarh Muslim University, Aligarh, India; Jamil Asghar M.S., Department of Electrical Engineering, Aligarh Muslim University, Aligarh, India","The large penetration of electric vehicles (EV) charging stations in existing utility grid is bringing up many power-quality problems which highly affect the load performances at the large and small consumer ends. This trend seems to grow at more pronounced rate as nowadays there is a shift from using internal combustion (IC) engine based vehicles to EV due to their superiorities. EV chargers convert the ac power to dc power for charging of EV batteries. During this conversion of power by power electronics high frequency switching converters, harmonics are injected into the grid which degrades the power-quality of line current in the grid. Such injection of harmonics causes electrical and thermal overloading of distribution transformers thus affecting their life expectancy. Other problems include drawing of excess current from the grid, unbalancing between demand and supply in utility grid, voltage deviation in the grid, etc. Thus, it is required to maintain the IEEE-519 power quality standards during charging of EV. This paper presents a survey of the fast charging stations for EV and their impacts on the exiting utility grid along with the solution to overcome these issues. © 2019 Elsevier B.V.",Electric transformers; Electric vehicles; Fast charging (Batteries); IEEE Standards; Internal combustion engines; Power quality; Vehicle-to-grid; Charging infrastructures; Distribution transformer; Fast charging stations; High-frequency switching; Internal combustion; Power quality problem; Power quality standards; Voltage deviations; Electric power transmission networks,Charging infrastructure; Coordinated charging; Electric vehicles; EV; PF; Power factor; Power-quality; Renewable energy sources; RES; THD; Total harmonic distortion,"M.R. Khalid; Department of Electrical Engineering, Aligarh Muslim University, Aligarh, India; email: mrk.rizwankhalid@gmail.com",,Elsevier B.V.,25901168,,,,English,eTransp.,Review,Final,,Scopus,2-s2.0-85076538715
Lai B.; Yang S.; Zhang H.; Zhang Y.; Fan X.; Liu J.,"Lai, Benhui (57207617314); Yang, Shichang (57214226570); Zhang, Heng (57216790643); Zhang, Yiyi (56527525100); Fan, Xianhao (57207622333); Liu, Jiefeng (36548896000)",57207617314; 57214226570; 57216790643; 56527525100; 57207622333; 36548896000,Performance assessment of oil-immersed cellulose insulator materials using time-domain spectroscopy under varying temperature and humidity conditions,2020,Energies,13,17,4426,,,,10.3390/en13174426,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090716205&doi=10.3390%2fen13174426&partnerID=40&md5=cc8dff3839d003dfaa671de9e7be15e6,"Guangxi Key Laboratory of Power System Optimization and Energy Technology, Guangxi University, Nanning, 530004, China","Lai B., Guangxi Key Laboratory of Power System Optimization and Energy Technology, Guangxi University, Nanning, 530004, China; Yang S., Guangxi Key Laboratory of Power System Optimization and Energy Technology, Guangxi University, Nanning, 530004, China; Zhang H., Guangxi Key Laboratory of Power System Optimization and Energy Technology, Guangxi University, Nanning, 530004, China; Zhang Y., Guangxi Key Laboratory of Power System Optimization and Energy Technology, Guangxi University, Nanning, 530004, China; Fan X., Guangxi Key Laboratory of Power System Optimization and Energy Technology, Guangxi University, Nanning, 530004, China; Liu J., Guangxi Key Laboratory of Power System Optimization and Energy Technology, Guangxi University, Nanning, 530004, China","The measurement of polarization and depolarization currents (PDC) based on time-domain response is an effective method for state assessment of cellulose insulation material in oil-immersed electrical equipment. However, the versatility of the data obtained at different temperatures is limited because of the temperature dependence of the PDC. In this respect, the universal conversion of PDC data at different temperatures is an essential aspect to improve the accuracy of the determination of insulating properties of cellulose materials immersed in the oil. Thus, an innovative temperature conversion method based on polarization time-varying current (PTC, obtained by multiplying the polarization current and time) is proposed in this article. In the current work, the PTC data at different temperatures are obtained from the oil-immersed cellulose pressboards with different moisture. Afterwards, the functional model based on the power series theory is used to simulate the PTC data, through which the coefficients of the power series are found related to the test temperature of the PTC and the moisture content (mc%) of the oil-immersed cellulose pressboards. Furthermore, the functional relationship among moisture, test temperatures, and the feature parameter calculated by these coefficients is established. Thus, the PTC data at various temperatures can be calculated by the established function. The potential application ability of the proposed method is verified by comparing the calculated results with the measured results obtained from the various samples. © 2020 by the authors. Licensee MDPI, Basel, Switzerland. This article is an open access article distributed under the terms and conditions of the Creative Commons Attribution (CC BY) license (http://creativecommons.org/licenses/by/4.0/).",Cellulose; Data Processing; Depolarization; Insulation; Moisture; Oil; Temperature; Test Methods; Cellulose; Data handling; Depolarization; Insulating materials; Moisture; Polarization; Temperature distribution; Cellulose insulation; Electrical equipment; Functional relationship; Insulating properties; Performance assessment; Polarization and depolarization currents; Temperature dependence; Time domain spectroscopy; Time domain analysis,Cellulose insulation material; Power-series theory; Temperature effect; Time-domain dielectric response; Transformer,"Y. Zhang; Guangxi Key Laboratory of Power System Optimization and Energy Technology, Guangxi University, Nanning, 530004, China; email: yiyizhang@gxu.edu.cn",,MDPI AG,19961073,,,,English,Energies,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85090716205
Hamzeh M.; Vahidi B.,"Hamzeh, M. (55092994700); Vahidi, B. (23010744200)",55092994700; 23010744200,The impact of cyber network configuration on the dynamic-thermal failure of transformers considering distributed generator controller,2022,International Journal of Electrical Power and Energy Systems,137,,107786,,,,10.1016/j.ijepes.2021.107786,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120378546&doi=10.1016%2fj.ijepes.2021.107786&partnerID=40&md5=e7e9d54fd6554671bba910b69c015b49,"Department of Electrical Engineering, Amirkabir University of Technology, Tehran, 1591634311, Iran","Hamzeh M., Department of Electrical Engineering, Amirkabir University of Technology, Tehran, 1591634311, Iran; Vahidi B., Department of Electrical Engineering, Amirkabir University of Technology, Tehran, 1591634311, Iran","Transformers as one of the valuable assets of the power system, have a remarkable role in the power system stability. Understanding the effective parameters on the transformer's failure is so vital to reduce the transformer outages. On the other hand, with improvement and extension of intelligent systems, identifying the effective parameters on the security of smart networks is of considerable importance. This paper clarifies the relation between the cyber network configuration (CNC) and the failure probability of transformers due to the distributed generator controller. Also, a novel method is proposed to determine the effects of various cyber network configurations on the failure probability of transformers and also select the best CNC to maximize the reliability of the cyber-physical system. Optimized configuration should maximize the data connection between cyber elements, particularly cyber elements that have cyber-power interdependency with the critical transformers in the power network. Results indicate that the improper CNCs can increase the failure probability of transformers and consequently it leads to increment of expected energy not supplied (EENS) of the power system. The proposed method is implemented on the real pilot power test system. © 2021 Elsevier Ltd",Cyber Physical System; Distributed power generation; Electric transformers; Embedded systems; Intelligent systems; Outages; Probability; System stability; Distributed generators; Distribution transformer; Effective parameters; Generator controller; Network configuration; Power; Power systems stability; SMART network; Thermal failure; Transformer failure; Controllers,Cyber-physical system; Distributed generator; Distribution transformers; Generator controller; Reliability,"B. Vahidi; Department of Electrical Engineering, Amirkabir University of Technology, Tehran, 1591634311, Iran; email: vahidi@aut.ac.ir",,Elsevier Ltd,01420615,,IEPSD,,English,Int J Electr Power Energy Syst,Article,Final,,Scopus,2-s2.0-85120378546
Datta U.; Kalam A.; Shi J.,"Datta, Ujjwal (57203092511); Kalam, Akhtar (55543249600); Shi, Juan (55491813500)",57203092511; 55543249600; 55491813500,Smart control of BESS in PV integrated EV charging station for reducing transformer overloading and providing battery-to-grid service,2020,Journal of Energy Storage,28,,101224,,,,10.1016/j.est.2020.101224,19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079859357&doi=10.1016%2fj.est.2020.101224&partnerID=40&md5=e445e4027e143a8b9210d901e7083b29,"College of Engineering and Science, Victoria University, PO Box 14428, Melbourne, 8001, Australia","Datta U., College of Engineering and Science, Victoria University, PO Box 14428, Melbourne, 8001, Australia; Kalam A., College of Engineering and Science, Victoria University, PO Box 14428, Melbourne, 8001, Australia; Shi J., College of Engineering and Science, Victoria University, PO Box 14428, Melbourne, 8001, Australia","Uncontrolled charging demand in an electric vehicle charging station (EVCS) can potentially result in the overloading of the grid coupling transformer that will affect the transformer's lifetime. This paper proposes a smart coordinated control of photovoltaic (PV) and battery energy storage system (BESS) integrated in an EVCS in order to avoid transformer overloading. BESS is designed to provide the additional EV power demand which is greater than the transformer's rated capacity and thus reduce transformer overloading. In addition, the smoothing control of PV power output when PV output is lower than a threshold value is incorporated in the control method. Also, BESS which is used to provide grid services i.e battery to grid (B2G) is also incorporated in the designed smart control when the energy selling price is attractive to the BESS operator. Considering a single point connection type, B2G can only be implemented when there is no EV demand. Furthermore, B2G and battery recharging power is maintained within the transformer's rated capacity to avoid overloading during their particular services. Two different sizes of BESS and transformer capacity are considered to demonstrate the overloading of transformer for a particular time of the day. A small EVCS with integrated PV-BESS in a residential area and food center is simulated to validate the efficacy of the proposed coordinated control technique. Simulation results demonstrate that the integrated BESS with the proposed control method effectively minimizes transformer overloading during all the studied network operating conditions. Moreover, BESS successfully smooths out PV power output, provide grid service and recharge the battery within the defined rated transformer capacity and thus avoids transformer overloading while satisfying design constraints. © 2020 Elsevier Ltd",Charging (batteries); Electric power transmission networks; Electric vehicles; Grid computing; Secondary batteries; Battery energy storage systems; Battery to grid; Coupling transformers; Electric vehicle charging; Network operating conditions; Power smoothing; Transformer overloading; Uncontrolled charging; Battery storage,Battery energy storage system; Battery to grid; Electric vehicle; PV Power smoothing; Transformer overloading,"U. Datta; College of Engineering and Science, Victoria University, Melbourne, PO Box 14428, 8001, Australia; email: Ujjwal.datta@live.vu.edu.au",,Elsevier Ltd,2352152X,,,,English,J. Energy Storage,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85079859357
Abbasi A.R.; Mahmoudi M.R.,"Abbasi, Ali Reza (57194375965); Mahmoudi, Mohammad Reza (56684432000)",57194375965; 56684432000,Application of statistical control charts to discriminate transformer winding defects,2021,Electric Power Systems Research,191,,106890,,,,10.1016/j.epsr.2020.106890,13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092739667&doi=10.1016%2fj.epsr.2020.106890&partnerID=40&md5=8db12cd8edfeae182eb928fa32cacd62,"Department of Electrical, Faculty of Engineering, Fasa University, Fasa, Fars, Iran; Institute of Research and Development, Duy Tan University, Da Nang, 550000, Viet Nam; Department of Statistics, Faculty of Science, Fasa University, Fasa, Fars, Iran","Abbasi A.R., Department of Electrical, Faculty of Engineering, Fasa University, Fasa, Fars, Iran; Mahmoudi M.R., Institute of Research and Development, Duy Tan University, Da Nang, 550000, Viet Nam, Department of Statistics, Faculty of Science, Fasa University, Fasa, Fars, Iran","A common problem in power transformers is the winding defect which is caused by a variety of internal and external conditions. It is necessary to detect and rectify the winding defect as soon as possible, because they are inherently progressive. One of the effective ways used to diagnose mechanical deformations of power transformers is Frequency Response Analysis (FRA). FRA has been standardized in previous studies but interpretation of the results is still being studied. Recently, results interpretation with the purpose of making the results more objective and quantitative has attracted attentions. To this end, this study presents a novel method for classifying faults which compares transfer function indices called statistical control chart. In order to solve this problem, for the first time, X-bar chart, R-chart, and S-chart with eight tests are used to interpret FRA results to detect different short circuits, axial displacement and radial deformation. The results of the experimental data show that visual fault detection is increased and classification accuracy is improved verifying high performance of this method in detecting and determining various faults. © 2020 Elsevier B.V.",Defects; Deformation; Fault detection; Flowcharting; Frequency response; Power transformers; Transformer windings; Winding; Axial displacements; Classification accuracy; External conditions; Frequency response analyses (FRA); Mechanical deformation; Radial deformation; Statistical control charts; Winding defects; Control charts,Fault detection; Frequency response analysis; Statistical control chart; Transfer function; Transformer winding,"A.R. Abbasi; Department of Electrical, Faculty of Engineering, Fasa University, Fasa, Iran; email: abbasi.a@fasau.ac.ir",,Elsevier Ltd,03787796,,EPSRD,,English,Electr Power Syst Res,Article,Final,,Scopus,2-s2.0-85092739667
Levin V.M.; Yahya A.A.,"Levin, V.M. (57197775896); Yahya, A.A. (57215422508)",57197775896; 57215422508,Support for Decision-Making to Ensure Reliable Operation of Transformers as Part of a Responsible Power Facility,2020,"2020 International Multi-Conference on Industrial Engineering and Modern Technologies, FarEastCon 2020",,,9271626,,,,10.1109/FarEastCon50210.2020.9271626,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098913843&doi=10.1109%2fFarEastCon50210.2020.9271626&partnerID=40&md5=68eb3c95df3b1d1957323a7ea96dbc73,"Novosibirsk State Technical University, Department of Energy, Novosibirsk, Russian Federation","Levin V.M., Novosibirsk State Technical University, Department of Energy, Novosibirsk, Russian Federation; Yahya A.A., Novosibirsk State Technical University, Department of Energy, Novosibirsk, Russian Federation","Power transformers are critical equipment for power plants and electrical networks. Their trouble-free operation generally determines the reliable and safe operation of any power facility. The article examines the features of using individual means of transformers on-line monitoring, which makes it difficult to ensure their reliable operation as part of responsible power facilities. The feasibility and effectiveness of integrating individual monitoring components into a single complex with the organization of information and analytical support for decision-making based on the development of models and an algorithm for predictive assessment of the technical condition of power transformers are shown. Statistical models of pattern recognition formed using the Bayesian identification method able to provide a predictive assessment of the technical condition with a high degree of confidence, which allows identifying dangerous defects in transformers at an early stage of development and preventing any failures in the operation of the power facility equipment. The results obtained are implemented on the example of block transformers of one of the lowland hydroelectric power stations. They illustrate and discuss the possible prospects of the proposed solution for ensuring the operational reliability of the transformer equipment of a responsible power facility. © 2020 IEEE.",Decision making; Facilities; Hydroelectric power; Hydroelectric power plants; Pattern recognition; Power transformers; Bayesian identification; Degree of confidence; Hydroelectric power station; Individual monitoring; Operational reliability; Organization of informations; Technical conditions; Trouble-free operations; Electric power plant equipment,condition assessment models; control algorithms; decision rules; defects; diagnostic monitoring; dissolved gas analysis; hydroelectric power station; power transformer,,,Institute of Electrical and Electronics Engineers Inc.,,978-172816951-4,,,English,"Int. Multi-Conf. Ind. Eng. Modern Technol., FarEastCon",Conference paper,Final,,Scopus,2-s2.0-85098913843
Zheng Y.; Gong X.; Pan S.; Sun J.; Deng J.,"Zheng, Yuping (7404837467); Gong, Xinyi (57557100300); Pan, Shuyan (53980360900); Sun, Jiahao (57478445300); Deng, Jinzhao (57463317200)",7404837467; 57557100300; 53980360900; 57478445300; 57463317200,Analysis on Leakage Flux Characteristics of Turn-to-Turn Short-circuit Fault for Power Transformer; [变 压 器 匝 间 短 路 故 障 工 况 下 的 漏 磁 特 性 分 析],2022,Dianli Xitong Zidonghua/Automation of Electric Power Systems,46,15,,121,127,6.0,10.7500/AEPS20210816003,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138308017&doi=10.7500%2fAEPS20210816003&partnerID=40&md5=cfbf5cfb6399f9c2ecf1359c727266a2,"NARI Group Corporation, State Grid Electric Power Research Institute, Nanjing, 211106, China; State Key Laboratory of Smart Grid Protection and Control, Nanjing, 211106, China; NARI Technology Co., Ltd., Nanjing, 211106, China","Zheng Y., NARI Group Corporation, State Grid Electric Power Research Institute, Nanjing, 211106, China, State Key Laboratory of Smart Grid Protection and Control, Nanjing, 211106, China; Gong X., NARI Group Corporation, State Grid Electric Power Research Institute, Nanjing, 211106, China; Pan S., NARI Group Corporation, State Grid Electric Power Research Institute, Nanjing, 211106, China, State Key Laboratory of Smart Grid Protection and Control, Nanjing, 211106, China; Sun J., NARI Group Corporation, State Grid Electric Power Research Institute, Nanjing, 211106, China; Deng J., NARI Technology Co., Ltd., Nanjing, 211106, China","To solve the problem that transformer differential protection and Buchholz protection can not sensitively and quickly distinguish slight turn-to-turn short-circuit fault of transformers, the leakage flux characteristics of the transformer under normal operation and different turn-to-turn short-circuit conditions are studied. Firstly, the magnetic density spatial distribution formula of the transformer winding are derived, and the symmetry of axial leakage flux distribution during normal operation of the transformer is analyzed. Then, a three-dimensional “field-circuit” coupled 110 kV three-phase transformer model is built for simulation verification, and the leakage flux distribution rule of the transformer under normal operation, different fault windings, and different turn-to-turn short-circuit positions is analyzed. Finally, based on theoretical analysis and simulation verification, the layout scheme of leakage flux sensors in the transformer is proposed, which provides a basis for turn-to-turn short-circuit fault identification based on leakage flux information. © 2022 Automation of Electric Power Systems Press. All rights reserved.",Electric network analysis; Electric power system protection; Finite element method; Timing circuits; Transformer protection; Transformer windings; Fault identifications; Finite elements simulation; Flux characteristics; Flux fields; Leakage flux; Leakage flux field; Normal operations; Short-circuit fault; Transformer; Turn-to-turn short-circuit fault; Winding,fault identification; finite element simulation; leakage flux field; transformer; turn-to-turn short-circuit fault,"X. Gong; NARI Group Corporation, State Grid Electric Power Research Institute, Nanjing, 211106, China; email: gongxiny1@126.com",,Automation of Electric Power Systems Press,10001026,,DXZIE,,Chinese,Dianli Xitong Zidonghue,Article,Final,,Scopus,2-s2.0-85138308017
Zukowski P.; Rogalski P.; Kołtunowicz T.N.; Kierczynski K.; Zenker M.; Pogrebnjak A.D.; Kucera M.,"Zukowski, Pawel (7004051103); Rogalski, Przemyslaw (56925446800); Kołtunowicz, Tomasz N. (56524778800); Kierczynski, Konrad (57193328269); Zenker, Marek (25635021700); Pogrebnjak, Alexander D. (36119198500); Kucera, Matej (7102903846)",7004051103; 56925446800; 56524778800; 57193328269; 25635021700; 36119198500; 7102903846,DC and AC Tests of Moisture Electrical Pressboard Impregnated with Mineral Oil or Synthetic Ester— Determination of Water Status in Power Transformer Insulation,2022,Energies,15,8,2859,,,,10.3390/en15082859,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129099687&doi=10.3390%2fen15082859&partnerID=40&md5=8f9a717273a8da385400498e4fc6122c,"Department of Electrical Devices and High Voltage Technology, Faculty of Electrical Engineering and Computer Science, Lublin University of Technology, 38A Nadbystrzycka Str, Lublin, 20-618, Poland; Department of Electrotechnology and Diagnostics, West Pomeranian University of Technology, Szczecin, 37 Sikorskiego Str., Szczecin, 70-313, Poland; Department of Nanoelectronic and Surface Modification, Sumy State University, 2 R‐Korsakova Str, Sumy, 40007, Ukraine; Department of Measurement and Application Electrical Engineering, University of Zilina, 8215/1 Univerzitná, Zilina, 01026, Slovakia","Zukowski P., Department of Electrical Devices and High Voltage Technology, Faculty of Electrical Engineering and Computer Science, Lublin University of Technology, 38A Nadbystrzycka Str, Lublin, 20-618, Poland; Rogalski P., Department of Electrical Devices and High Voltage Technology, Faculty of Electrical Engineering and Computer Science, Lublin University of Technology, 38A Nadbystrzycka Str, Lublin, 20-618, Poland; Kołtunowicz T.N., Department of Electrical Devices and High Voltage Technology, Faculty of Electrical Engineering and Computer Science, Lublin University of Technology, 38A Nadbystrzycka Str, Lublin, 20-618, Poland; Kierczynski K., Department of Electrical Devices and High Voltage Technology, Faculty of Electrical Engineering and Computer Science, Lublin University of Technology, 38A Nadbystrzycka Str, Lublin, 20-618, Poland; Zenker M., Department of Electrotechnology and Diagnostics, West Pomeranian University of Technology, Szczecin, 37 Sikorskiego Str., Szczecin, 70-313, Poland; Pogrebnjak A.D., Department of Nanoelectronic and Surface Modification, Sumy State University, 2 R‐Korsakova Str, Sumy, 40007, Ukraine; Kucera M., Department of Measurement and Application Electrical Engineering, University of Zilina, 8215/1 Univerzitná, Zilina, 01026, Slovakia","In this study, the conductivity and permittivity of electrical pressboard—insulating liquid—water composites were investigated, and the electrical properties of the composites and water were analysed comparatively. Mineral oil and synthetic ester were used as insulating liquids. It was found that the presence of water caused an increase in the permeability of the composite in the frequency range below 100 Hz. The value of static permittivity determined by water in the content of 5 wt. % was approximately 15. To obtain this value caused by liquid water, its volume should be approximately five (oil) and four times (ester) higher than its actual content, respectively. The determined values of the activation energy of the DC conductivity of the composites were several times higher than the values of the activation energy of the conductivity of the liquid water. The experimental values of the dielectric relaxation times were many orders of magnitude higher than the dielectric relaxation times of water. This means that the experimental results obtained for the dielectric permittivity, the activation energy of conductivity and the dielectric relaxation times for moisture electrical pressboard impregnated by mineral oil or synthetic ester exclude the possibility of the presence of liquid water in the composites. It was found that the conductivity of the composites increased exponentially with increasing water content. Such dependencies are characteristic of hopping conductivity, caused by the quantum phenomenon of electron tunnelling between nanometre‐sized potential wells. As the increase in conductivity is determined by the presence of water in the composites, therefore, the nanometre potential wells were single‐water molecules or nanodrops. :© 2022 by the authors. Licensee MDPI, Basel, Switzerland.",Activation energy; Electric transformer testing; Insulation; Liquids; Mineral oils; Minerals; Moisture; Molecules; Oil filled transformers; Permittivity; Power transformers; %moisture; Dielectric relaxation time; FDS method; Insulating liquids; Insulation of transformer; Liquid water; Presence of water; Pressboard; Synthetic esters; Transformer diagnostics; Esters,ester; FDS method; insulation of transformers; mineral oil; moisture; pressboard; transformer diagnostics,"T.N. Kołtunowicz; Department of Electrical Devices and High Voltage Technology, Faculty of Electrical Engineering and Computer Science, Lublin University of Technology, Lublin, 38A Nadbystrzycka Str, 20-618, Poland; email: t.koltunowicz@pollub.pl",,MDPI,19961073,,,,English,Energies,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85129099687
Bohatyrewicz P.; Banaszak S.,"Bohatyrewicz, Patryk (57202579150); Banaszak, Szymon (23987490000)",57202579150; 23987490000,Assessment Criteria of Changes in Health Index Values over Time—A Transformer Population Study,2022,Energies,15,16,6078,,,,10.3390/en15166078,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137684318&doi=10.3390%2fen15166078&partnerID=40&md5=97af6b6503264f70bff64d14b488579f,"Faculty of Electrical Engineering, West Pomeranian University of Technology in Szczecin, Szczecin, 70-313, Poland","Bohatyrewicz P., Faculty of Electrical Engineering, West Pomeranian University of Technology in Szczecin, Szczecin, 70-313, Poland; Banaszak S., Faculty of Electrical Engineering, West Pomeranian University of Technology in Szczecin, Szczecin, 70-313, Poland","The current use of health index algorithms is mainly limited to single assessments of the unit’s condition or the device comparison. The paper focuses on the changes in the health index values between the consecutive analyses. The algorithm used for this purpose was previously developed by the authors. The test group included 359 complete oil evaluation results from 86 power transformers monitored over several years. For each outcome, the influence of the sub-components of the main score was calculated. Additional health index increase simulations were performed based on the IEC 60599 standard guidelines. The highest increases and decreases in the total score were listed and analyzed to determine the main factors behind the changes. The study has shown that the changes in dissolved gases concentrations have a much more significant influence on the health index values than the changes in physicochemical properties of the oil and furfural content. Based on the magnitude of the observed changes and the simulation outcomes, the authors have proposed two assessment thresholds—the 50th percentile health index increase within a population as an alarm zone, and the 90th or 95th percentile increase as a pre-failure zone. © 2022 by the authors.",Electric transformer testing; Health; Physicochemical properties; 'current; Assessment criteria; Condition; Condition assessments; Consecutive analysis; Health indices; Index algorithms; Index values; Population management; Population studies; Power transformers,condition assessment; health index; population management; power transformer,"P. Bohatyrewicz; Faculty of Electrical Engineering, West Pomeranian University of Technology in Szczecin, Szczecin, 70-313, Poland; email: patryk.bohatyrewicz@zut.edu.pl",,MDPI,19961073,,,,English,Energies,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85137684318
